customer_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
customer_id_30752,43,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,0.8,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.346,5099.1,0
customer_id_24670,33,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,1.883333333,2,999,1,failure,-0.07,46.6,-29.4,5.193,5195.8,0
customer_id_14843,33,admin.,single,high.school,no,yes,no,cellular,jul,wed,3.05,1,999,0,nonexistent,1.43,46.959,-29.89,5.959,5228.1,0
customer_id_31000,36,technician,married,professional.course,no,yes,no,cellular,may,tue,3.083333333,2,999,1,failure,-1.77,46.4465,-32.34,2.346,5099.1,0
customer_id_5589,55,admin.,married,basic.9y,unknown,no,no,telephone,may,mon,2.366666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_19545,41,admin.,single,high.school,no,yes,no,cellular,aug,thu,1.216666667,1,999,0,nonexistent,1.43,46.722,-25.27,5.97,5228.1,0
customer_id_39280,32,unemployed,single,professional.course,no,yes,no,cellular,mar,mon,5.683333333,1,999,0,nonexistent,-1.77,46.6845,-24.36,1.648,5008.7,0
customer_id_38642,38,admin.,single,university.degree,no,no,yes,cellular,nov,tue,3.116666667,1,999,0,nonexistent,-3.37,46.3245,-21.07,1.722,5017.5,1
customer_id_6632,29,admin.,single,unknown,no,yes,no,telephone,may,wed,9.85,2,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_10933,31,management,married,university.degree,no,no,no,telephone,jun,wed,5.533333333,2,999,0,nonexistent,1.43,47.2325,-29.26,5.964,5228.1,0
customer_id_26922,34,technician,single,university.degree,no,no,yes,telephone,nov,thu,3.283333333,7,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,0
customer_id_34358,29,admin.,married,professional.course,no,yes,no,cellular,may,thu,4.45,1,999,1,failure,-1.77,46.4465,-32.34,2.268,5099.1,0
customer_id_7747,33,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,3.866666667,3,999,0,nonexistent,1.13,46.997,-25.48,5.866,5191,0
customer_id_14783,30,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,7.133333333,2,999,0,nonexistent,1.43,46.959,-29.89,5.959,5228.1,0
customer_id_20546,33,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,2.416666667,8,999,0,nonexistent,1.43,46.722,-25.27,5.968,5228.1,0
customer_id_4628,44,admin.,single,basic.9y,unknown,no,yes,telephone,may,wed,6.8,1,999,0,nonexistent,1.13,46.997,-25.48,5.86,5191,0
customer_id_11147,34,self-employed,single,high.school,no,no,no,telephone,jun,thu,0.183333333,1,999,0,nonexistent,1.43,47.2325,-29.26,5.963,5228.1,0
customer_id_24339,58,management,married,university.degree,no,no,no,cellular,nov,mon,0.866666667,1,999,0,nonexistent,-0.07,46.6,-29.4,5.193,5195.8,0
customer_id_5625,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,4.933333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_9124,58,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1.4,2,999,0,nonexistent,1.43,47.2325,-29.26,5.969,5228.1,0
customer_id_7106,44,admin.,married,university.degree,no,no,no,telephone,may,thu,2.15,2,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_9173,35,self-employed,married,basic.9y,no,no,no,telephone,jun,fri,5.5,1,999,0,nonexistent,1.43,47.2325,-29.26,5.969,5228.1,0
customer_id_36532,28,student,single,university.degree,unknown,yes,no,cellular,jun,wed,4.116666667,2,999,0,nonexistent,-2.87,46.4815,-28.56,2.262,5076.2,0
customer_id_23222,40,technician,married,high.school,no,no,no,cellular,aug,tue,1.483333333,2,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_28385,34,services,divorced,high.school,no,no,no,cellular,apr,thu,12.75,3,999,0,nonexistent,-1.77,46.5375,-32.97,2.437,5099.1,0
customer_id_30631,38,management,married,university.degree,no,yes,no,cellular,may,mon,0.116666667,6,999,0,nonexistent,-1.77,46.4465,-32.34,2.356,5099.1,0
customer_id_22326,50,management,married,university.degree,unknown,no,no,cellular,aug,thu,2.75,3,999,0,nonexistent,1.43,46.722,-25.27,5.965,5228.1,0
customer_id_41182,31,unemployed,single,basic.4y,no,yes,no,cellular,nov,fri,1.866666667,1,9,1,success,-1.07,47.3835,-35.56,2.03,4963.6,0
customer_id_24445,44,admin.,single,high.school,no,yes,no,cellular,nov,mon,2.066666667,1,999,1,failure,-0.07,46.6,-29.4,5.193,5195.8,0
customer_id_3101,32,technician,divorced,professional.course,no,yes,no,telephone,may,thu,6.1,1,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_29652,42,self-employed,married,basic.9y,no,yes,yes,cellular,apr,mon,1.066666667,4,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_10009,37,admin.,single,high.school,unknown,yes,no,telephone,jun,wed,1.55,3,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,0
customer_id_5517,54,services,divorced,high.school,no,no,no,telephone,may,mon,2.366666667,3,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_2762,54,management,married,professional.course,no,yes,no,telephone,may,wed,7.6,9,999,0,nonexistent,1.13,46.997,-25.48,5.861,5191,0
customer_id_32547,54,admin.,married,high.school,no,yes,yes,cellular,may,fri,1.35,2,999,1,failure,-1.77,46.4465,-32.34,2.315,5099.1,0
customer_id_18332,46,management,married,university.degree,unknown,yes,no,cellular,jul,thu,2.466666667,15,999,0,nonexistent,1.43,46.959,-29.89,5.97,5228.1,0
customer_id_4807,35,admin.,single,high.school,no,no,no,telephone,may,wed,4,1,999,0,nonexistent,1.13,46.997,-25.48,5.86,5191,0
customer_id_31251,34,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,3.516666667,1,10,1,success,-1.77,46.4465,-32.34,2.336,5099.1,0
customer_id_30457,60,retired,married,university.degree,no,yes,no,cellular,may,mon,0.75,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.356,5099.1,0
customer_id_13643,33,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,2.266666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_29688,39,blue-collar,divorced,basic.9y,no,yes,no,cellular,apr,mon,0.383333333,4,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_124,34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,2.916666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_34952,58,services,married,high.school,unknown,no,no,cellular,may,fri,3.616666667,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.252,5099.1,0
customer_id_13841,37,blue-collar,married,basic.9y,unknown,yes,yes,cellular,jul,fri,2.833333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_11000,57,management,single,basic.4y,no,yes,no,telephone,jun,wed,1.483333333,4,999,0,nonexistent,1.43,47.2325,-29.26,5.964,5228.1,0
customer_id_10385,43,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,mon,4.9,3,999,0,nonexistent,1.43,47.2325,-29.26,5.962,5228.1,0
customer_id_17926,28,unemployed,married,high.school,no,unknown,unknown,cellular,jul,tue,4.383333333,2,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_29971,33,technician,single,university.degree,no,no,yes,cellular,apr,tue,5.55,3,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,1
customer_id_34792,35,blue-collar,single,high.school,no,yes,yes,telephone,may,thu,0.55,7,999,1,failure,-1.77,46.4465,-32.34,2.268,5099.1,0
customer_id_16534,60,retired,married,basic.4y,unknown,yes,no,cellular,jul,wed,6.233333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_19767,52,unemployed,married,professional.course,unknown,yes,no,cellular,aug,fri,2.216666667,1,999,0,nonexistent,1.43,46.722,-25.27,5.968,5228.1,0
customer_id_32824,31,blue-collar,single,high.school,no,yes,no,cellular,may,mon,2.233333333,2,999,1,failure,-1.77,46.4465,-32.34,2.301,5099.1,0
customer_id_2704,36,technician,single,professional.course,no,no,no,telephone,may,wed,0.45,1,999,0,nonexistent,1.13,46.997,-25.48,5.861,5191,0
customer_id_8759,47,unknown,married,unknown,no,no,no,telephone,jun,thu,8.066666667,8,999,0,nonexistent,1.43,47.2325,-29.26,5.868,5228.1,0
customer_id_27501,36,admin.,single,university.degree,no,no,no,cellular,nov,fri,1.166666667,2,999,0,nonexistent,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_8139,38,services,single,basic.9y,no,no,no,telephone,jun,tue,1.166666667,10,999,0,nonexistent,1.43,47.2325,-29.26,5.866,5228.1,0
customer_id_14401,40,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,1.2,3,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_19857,32,admin.,single,university.degree,no,no,no,cellular,aug,fri,3.916666667,1,999,0,nonexistent,1.43,46.722,-25.27,5.968,5228.1,0
customer_id_9871,56,admin.,married,university.degree,no,no,no,telephone,jun,wed,4.8,1,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,0
customer_id_32690,29,admin.,single,university.degree,no,no,no,cellular,may,mon,6.816666667,1,1,1,success,-1.77,46.4465,-32.34,2.301,5099.1,0
customer_id_17987,33,blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,13.75,13,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_14667,34,services,single,unknown,unknown,yes,yes,cellular,jul,tue,2.266666667,2,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_8096,41,admin.,married,university.degree,no,no,no,telephone,jun,mon,1.016666667,7,999,0,nonexistent,1.43,47.2325,-29.26,5.867,5228.1,0
customer_id_14535,33,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,4.05,4,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_36302,34,admin.,single,university.degree,no,yes,no,cellular,jun,mon,4.216666667,1,999,0,nonexistent,-2.87,46.4815,-28.56,2.268,5076.2,1
customer_id_7962,46,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,2.45,1,999,0,nonexistent,1.43,47.2325,-29.26,5.867,5228.1,0
customer_id_23591,37,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1.366666667,4,999,0,nonexistent,1.43,46.722,-25.27,5.964,5228.1,0
customer_id_38825,79,retired,married,unknown,no,yes,no,cellular,nov,fri,3.216666667,1,3,1,success,-3.37,46.3245,-21.07,1.716,5017.5,1
customer_id_1705,41,management,single,university.degree,no,no,no,telephone,may,fri,0.633333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.857,5191,0
customer_id_9434,29,technician,single,professional.course,no,no,no,telephone,jun,fri,1.866666667,5,999,0,nonexistent,1.43,47.2325,-29.26,5.969,5228.1,0
customer_id_11358,35,technician,divorced,professional.course,no,no,no,telephone,jun,thu,0.433333333,5,999,0,nonexistent,1.43,47.2325,-29.26,5.963,5228.1,0
customer_id_40575,83,retired,divorced,basic.4y,no,no,no,cellular,sep,wed,8.866666667,2,7,1,success,-1.07,47.0995,-26.25,1.888,4963.6,1
customer_id_24097,49,management,divorced,university.degree,no,no,no,telephone,nov,tue,1.233333333,1,999,0,nonexistent,-0.07,46.6,-29.4,5.345,5195.8,0
customer_id_40713,32,technician,single,professional.course,no,no,no,cellular,sep,tue,11.76666667,1,6,1,success,-1.07,47.0995,-26.25,1.879,4963.6,0
customer_id_39919,26,student,single,high.school,no,no,no,cellular,jun,wed,1.866666667,2,14,2,success,-1.67,47.0275,-27.86,1.741,4991.6,0
customer_id_29498,75,retired,married,basic.4y,no,yes,no,cellular,apr,mon,2.633333333,1,6,1,success,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_39072,31,admin.,married,university.degree,no,yes,no,cellular,dec,mon,1.933333333,2,999,1,failure,-2.97,46.3565,-23.1,1.711,5023.5,0
customer_id_16113,28,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,tue,3.133333333,5,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_5678,39,admin.,married,basic.6y,no,no,no,telephone,may,mon,2.166666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_16296,31,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,1.483333333,5,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_1470,41,services,divorced,high.school,no,yes,no,telephone,may,thu,15.93333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.857,5191,0
customer_id_13812,35,admin.,single,high.school,no,yes,no,cellular,jul,thu,2.566666667,14,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_22984,45,technician,married,professional.course,no,no,yes,cellular,aug,mon,1.8,4,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_38731,47,management,married,university.degree,no,no,no,telephone,nov,tue,3.466666667,2,999,0,nonexistent,-3.37,46.3245,-21.07,1.717,5017.5,0
customer_id_31451,42,services,married,high.school,no,no,no,cellular,may,wed,4.1,4,999,1,failure,-1.77,46.4465,-32.34,2.336,5099.1,0
customer_id_30830,34,technician,married,high.school,no,yes,no,cellular,may,tue,1.116666667,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.346,5099.1,0
customer_id_25195,52,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,tue,3.9,3,999,0,nonexistent,-0.07,46.6,-29.4,5.155,5195.8,0
customer_id_9212,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,16.13333333,1,999,0,nonexistent,1.43,47.2325,-29.26,5.969,5228.1,0
customer_id_25914,58,management,married,university.degree,no,yes,no,cellular,nov,wed,4.766666667,1,999,0,nonexistent,-0.07,46.6,-29.4,5.122,5195.8,0
customer_id_1642,44,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,2.233333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.857,5191,0
customer_id_38455,100,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,4.533333333,2,999,0,nonexistent,-3.37,46.2155,-18.83,1.732,5017.5,1
customer_id_14127,55,self-employed,married,university.degree,no,no,no,cellular,jul,mon,1.4,2,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_6052,47,admin.,married,basic.6y,no,yes,no,telephone,may,tue,1.9,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_10159,38,services,married,high.school,no,yes,yes,telephone,jun,thu,10.03333333,2,999,0,nonexistent,1.43,47.2325,-29.26,5.96,5228.1,0
customer_id_26878,36,technician,single,university.degree,no,yes,no,cellular,nov,thu,5.9,2,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,0
customer_id_15413,58,admin.,married,university.degree,no,unknown,unknown,cellular,jul,fri,0.683333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.959,5228.1,0
customer_id_3494,42,technician,married,professional.course,no,no,no,telephone,may,thu,4.25,12,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_4320,46,admin.,divorced,university.degree,unknown,yes,yes,telephone,may,tue,4.55,1,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_40360,50,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,4.8,1,0,3,success,-1.67,47.0135,-26.81,1.902,4991.6,1
customer_id_37869,38,admin.,married,high.school,no,no,no,cellular,aug,mon,0.9,5,999,0,nonexistent,-2.87,46.1005,-21.98,1.823,5076.2,0
customer_id_22288,41,admin.,married,university.degree,unknown,yes,yes,cellular,aug,thu,6.35,4,999,0,nonexistent,1.43,46.722,-25.27,5.965,5228.1,0
customer_id_22585,49,admin.,married,unknown,no,yes,no,cellular,aug,fri,4.183333333,2,999,0,nonexistent,1.43,46.722,-25.27,5.966,5228.1,0
customer_id_12980,32,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,5.916666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_29775,25,student,single,university.degree,no,unknown,unknown,cellular,apr,mon,2.183333333,6,999,1,failure,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_5976,45,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,1.933333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_6460,41,self-employed,married,basic.4y,unknown,yes,no,telephone,may,wed,2.95,2,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_17444,46,services,divorced,high.school,no,yes,yes,telephone,jul,mon,1.866666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_10325,40,admin.,married,high.school,no,no,no,telephone,jun,mon,2.05,1,999,0,nonexistent,1.43,47.2325,-29.26,5.962,5228.1,0
customer_id_29115,43,blue-collar,married,professional.course,unknown,no,no,cellular,apr,fri,4.116666667,1,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_3426,36,admin.,married,university.degree,no,yes,no,telephone,may,thu,6.983333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_31322,30,technician,single,professional.course,no,no,no,cellular,may,wed,11.45,2,999,1,failure,-1.77,46.4465,-32.34,2.336,5099.1,1
customer_id_26402,49,technician,married,basic.6y,no,yes,no,cellular,nov,thu,3.716666667,1,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,0
customer_id_16510,49,self-employed,single,unknown,no,yes,no,cellular,jul,wed,3.366666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_17026,51,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,3,19,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_25539,31,blue-collar,married,basic.4y,no,no,yes,cellular,nov,wed,7.35,1,999,0,nonexistent,-0.07,46.6,-29.4,5.122,5195.8,0
customer_id_24011,32,admin.,single,university.degree,no,yes,yes,telephone,oct,mon,11.96666667,1,999,0,nonexistent,-0.07,46.899,-28.28,6.002,5195.8,1
customer_id_19393,43,technician,married,high.school,no,no,no,cellular,aug,wed,3.483333333,3,999,0,nonexistent,1.43,46.722,-25.27,5.969,5228.1,0
customer_id_31538,29,admin.,single,high.school,no,yes,no,cellular,may,thu,4,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.329,5099.1,0
customer_id_2088,49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1.583333333,8,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_6322,26,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,4.7,2,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_30010,63,admin.,married,university.degree,no,yes,no,cellular,apr,wed,3.05,5,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_37887,55,admin.,married,university.degree,unknown,yes,no,cellular,sep,tue,1.35,5,999,0,nonexistent,-3.37,46.1895,-20.86,1.821,5017.5,0
customer_id_40888,64,blue-collar,married,unknown,no,no,no,cellular,oct,fri,1.216666667,3,999,0,nonexistent,-1.07,47.3005,-34.65,1.974,4963.6,0
customer_id_1873,27,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,3.566666667,2,999,0,nonexistent,1.13,46.997,-25.48,5.857,5191,0
customer_id_28360,22,student,single,high.school,no,yes,no,cellular,apr,thu,2.7,4,999,1,failure,-1.77,46.5375,-32.97,2.437,5099.1,0
customer_id_8485,30,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,2.516666667,7,999,0,nonexistent,1.43,47.2325,-29.26,5.866,5228.1,0
customer_id_6120,24,services,single,basic.9y,no,no,no,telephone,may,tue,2.833333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_8398,61,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,3.583333333,3,999,0,nonexistent,1.43,47.2325,-29.26,5.866,5228.1,0
customer_id_7459,28,admin.,married,high.school,no,yes,no,telephone,may,fri,1.016666667,2,999,0,nonexistent,1.13,46.997,-25.48,5.866,5191,0
customer_id_14003,33,admin.,single,high.school,unknown,no,no,telephone,jul,fri,1.016666667,2,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_2485,49,housemaid,married,university.degree,no,no,no,telephone,may,tue,1.55,6,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_36737,30,services,single,basic.9y,no,yes,yes,cellular,jun,mon,4.2,5,999,0,nonexistent,-2.87,46.4815,-28.56,2.283,5076.2,0
customer_id_14833,31,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,4.05,1,999,0,nonexistent,1.43,46.959,-29.89,5.959,5228.1,0
customer_id_17160,47,admin.,married,professional.course,no,no,no,cellular,jul,fri,18.43333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_299,40,unknown,married,unknown,unknown,no,no,telephone,may,mon,6.033333333,4,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_30489,54,admin.,single,high.school,no,no,no,cellular,may,mon,2.116666667,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.356,5099.1,0
customer_id_30464,41,admin.,married,high.school,no,yes,no,cellular,may,mon,5.016666667,3,3,1,success,-1.77,46.4465,-32.34,2.356,5099.1,1
customer_id_9904,52,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,9.766666667,1,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,1
customer_id_14594,30,admin.,married,high.school,unknown,yes,yes,cellular,jul,tue,12.03333333,3,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_4293,41,services,married,high.school,no,no,yes,telephone,may,tue,13.21666667,2,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_21773,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,1.133333333,4,999,0,nonexistent,1.43,46.722,-25.27,5.966,5228.1,0
customer_id_17109,38,services,single,high.school,no,yes,no,cellular,jul,fri,14.36666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,1
customer_id_4509,41,management,married,high.school,no,yes,yes,telephone,may,tue,0.866666667,10,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_26945,48,admin.,divorced,university.degree,no,unknown,unknown,cellular,nov,thu,4.283333333,2,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,0
customer_id_6462,52,services,married,high.school,no,yes,no,telephone,may,wed,0.816666667,3,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_12370,31,admin.,married,basic.9y,no,yes,no,cellular,jul,fri,4.55,3,999,0,nonexistent,1.43,46.959,-29.89,5.961,5228.1,0
customer_id_37109,40,management,married,university.degree,no,no,no,cellular,jul,tue,8.1,5,999,0,nonexistent,-2.87,46.2345,-23.52,1.91,5076.2,1
customer_id_3668,37,admin.,married,high.school,no,yes,yes,telephone,may,fri,3.266666667,3,999,0,nonexistent,1.13,46.997,-25.48,5.861,5191,0
customer_id_23046,50,technician,married,university.degree,no,yes,no,cellular,aug,tue,1.066666667,1,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_27463,54,admin.,married,high.school,no,yes,no,cellular,nov,fri,2.316666667,2,999,1,failure,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_29082,38,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,1.95,1,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_21345,32,admin.,single,university.degree,no,yes,no,cellular,aug,mon,6.233333333,12,999,0,nonexistent,1.43,46.722,-25.27,5.965,5228.1,0
customer_id_13790,48,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,thu,1.783333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_6947,44,technician,single,high.school,no,no,no,telephone,may,thu,3.1,1,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_5985,30,services,single,high.school,no,yes,no,telephone,may,tue,3.083333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_8865,41,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,4.116666667,1,999,0,nonexistent,1.43,47.2325,-29.26,5.868,5228.1,0
customer_id_23316,46,technician,married,university.degree,no,yes,no,cellular,aug,wed,2.116666667,2,999,0,nonexistent,1.43,46.722,-25.27,5.966,5228.1,0
customer_id_33102,43,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,3.616666667,3,999,0,nonexistent,-1.77,46.4465,-32.34,2.293,5099.1,0
customer_id_16681,28,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,10.15,2,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_24683,54,admin.,married,basic.4y,no,yes,yes,cellular,nov,mon,1.7,3,999,0,nonexistent,-0.07,46.6,-29.4,5.193,5195.8,0
customer_id_36383,81,retired,married,high.school,no,unknown,unknown,cellular,jun,tue,1.016666667,1,999,1,failure,-2.87,46.4815,-28.56,2.264,5076.2,0
customer_id_6517,36,admin.,single,high.school,no,no,yes,telephone,may,wed,3.25,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_7930,30,admin.,single,university.degree,no,no,no,telephone,jun,mon,6.033333333,2,999,0,nonexistent,1.43,47.2325,-29.26,5.867,5228.1,0
customer_id_13693,35,admin.,single,high.school,no,yes,no,telephone,jul,thu,3,6,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_26633,39,admin.,single,high.school,no,yes,no,cellular,nov,thu,17.25,1,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,1
customer_id_27270,40,management,married,university.degree,no,no,yes,cellular,nov,fri,1.316666667,1,999,0,nonexistent,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_19652,55,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,7.433333333,1,999,0,nonexistent,1.43,46.722,-25.27,5.97,5228.1,0
customer_id_35354,59,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,7.2,3,999,0,nonexistent,-1.77,46.4465,-32.34,2.252,5099.1,0
customer_id_19016,37,admin.,married,university.degree,no,yes,no,cellular,aug,tue,0.6,1,999,0,nonexistent,1.43,46.722,-25.27,5.97,5228.1,0
customer_id_12241,40,blue-collar,married,basic.6y,unknown,no,no,telephone,jul,thu,1.416666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.968,5228.1,0
customer_id_24646,57,technician,single,professional.course,no,yes,no,cellular,nov,mon,4.766666667,2,999,0,nonexistent,-0.07,46.6,-29.4,5.193,5195.8,0
customer_id_3482,41,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,thu,14.58333333,5,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_6755,34,technician,single,university.degree,no,no,no,telephone,may,wed,0.383333333,16,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_14525,26,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,1.466666667,3,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_22530,55,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,0.966666667,1,999,0,nonexistent,1.43,46.722,-25.27,5.966,5228.1,0
